Tweet,FINAL LABEL,Tweet_Preprocess,Tweet_New
"*SEMARAK RAMADHAN BERIKAN KEBERKAHAN*
 
ðŸ•Œ Lomba da'i muda tingkat SLTA/sederajat

ðŸ•Œ Lomba akan diadakan secara online (daring)

ðŸ•Œ Tanggal pelaksanaan lomba, sebagai berikut :

*Pendaftaran* : 1 - 18 April 2022
*Kualifikasi*.   : 19 - 21 April 2022
*Pengumuman* : 22 April 2022",0.0,"['semarak', 'ramadhan', 'berkah', '', 'lomba', 'dai', 'muda', 'tingkat', 'sltasederajat', '', 'lomba', 'ada', 'online', 'daring', '', 'tanggal', 'laksana', 'lomba', 'daftar', 'april', 'kualifikasi', 'april', 'umum', 'april']",semarak ramadhan berkah lomba dai muda tingkat sltasederajat lomba ada online daring tanggal laksana lomba daftar april kualifikasi april umum april
Dulu masang wifi dirumah karna sekeluarga wfh dan belajar via daring. Sekarang semuanya pada wfo dan rumah sering kosong. Sayang banget bayar 385 rb sebulan tp dipake malem doang dr jam 8 ampe jam 11. Yg make jam 11 sampe pagi cuma aku doang :(,-1.0,"['masang', 'wifi', 'rumah', 'karna', 'keluarga', 'wfh', 'ajar', 'via', 'daring', 'wfo', 'rumah', 'kosong', 'sayang', 'banget', 'bayar', 'rb', 'bulan', 'tp', 'dipake', 'malem', 'doang', 'dr', 'jam', 'ampe', 'jam', 'yg', 'make', 'jam', 'sampe', 'pagi', 'doang']",masang wifi rumah karna keluarga wfh ajar via daring wfo rumah kosong sayang banget bayar rb bulan tp dipake malem doang dr jam ampe jam yg make jam sampe pagi doang
oh ya anjir gue lupa hari ini mulai daring lagiðŸ™‚,-1.0,"['oh', 'ya', 'anjir', 'gue', 'lupa', 'daring', 'lagi']",oh ya anjir gue lupa daring lagi
@clutserhug MAKANYA DARING,0.0,['daring'],daring
"pengen daring ajaa sebenernya nanti, yakali presentasi 5 orang cuma aku yang luring",1.0,"['ken', 'daring', 'ajaa', 'sebenernya', 'yakali', 'presentasi', 'orang', 'luring']",ken daring ajaa sebenernya yakali presentasi orang luring
perkara gadapet tukeran daring jadi luring aja nangis :)),1.0,"['perkara', 'gadapet', 'tukeran', 'daring', 'luring', 'aja', 'nang']",perkara gadapet tukeran daring luring aja nang
"kalo daring jangan kan bersiap.. kadang aku ga sisiran rambut sampe uyel2 an rambutku kusisir pake tangan misal asprak tiba2 ""kita oncam dulu ya.. buat bukti absensi""",-1.0,"['kalo', 'daring', 'kadang', 'ga', 'sisir', 'rambut', 'sampe', 'uyel', 'an', 'rambut', 'sisir', 'pake', 'tangan', 'asprak', 'oncam', 'ya', 'bukti', 'absensi']",kalo daring kadang ga sisir rambut sampe uyel an rambut sisir pake tangan asprak oncam ya bukti absensi
"1. Kanwil Kemenkumham Sulsel berikan penguatan kepada Lembaga Bantuan Hukum (LBH) Pengayom Keadilan Bone via daring, Sabtu(26/03/2022).
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",0.0,"['kanwil', 'kemenkumham', 'sulsel', 'kuat', 'lembaga', 'bantu', 'hukum', 'lbh', 'ayom', 'adil', 'bone', 'via', 'daring', 'sabtu', 'ri', 'sulsel']",kanwil kemenkumham sulsel kuat lembaga bantu hukum lbh ayom adil bone via daring sabtu ri sulsel
Daring wkwk https://t.co/s5WwFLmBRi,0.0,"['daring', 'wkwk']",daring wkwk
"12. Kemenkumham Sulsel: Hadir secara Luring Karutan Makale, Pinrang, Masamba, Kalapas Palopo, Kakanim palopo, dan Kabapas Palopo.  Sedangkan seluruh UPT lainnya hadir secara daring.
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",0.0,"['kemenkumham', 'sulsel', 'hadir', 'luring', 'karut', 'makale', 'pinrang', 'masamba', 'kalapas', 'palopo', 'kakanim', 'palopo', 'kabapas', 'palopo', 'upt', 'hadir', 'daring', 'ri', 'sulsel']",kemenkumham sulsel hadir luring karut makale pinrang masamba kalapas palopo kakanim palopo kabapas palopo upt hadir daring ri sulsel
@armyfess_ Gw lagi daring ada kls eh lihat hp tibaÂ² jk onlineðŸ˜„,0.0,"['gw', 'daring', 'kls', 'eh', 'lihat', 'hp', 'tiba', 'jk', 'online']",gw daring kls eh lihat hp tiba jk online
Gmn mau daring bsk ini,-1.0,"['gmn', 'daring', 'bsk']",gmn daring bsk
RT @GoRiauCom: Pendaftaran Mahasiswa Jalur SMMPTN-Barat Dibuka via Daring 1 April-27 Juni 2022 https://t.co/tWnUUwH6Av,0.0,"['daftar', 'mahasiswa', 'jalur', 'smmptnbarat', 'buka', 'via', 'daring', 'april', 'juni']",daftar mahasiswa jalur smmptnbarat buka via daring april juni
"@princesspromos_ @SberCoinBsc @BusinessInsider #haloriah19proofprincesspromos_
Tg: Ri_daring
Done ðŸ¦‰ https://t.co/scJRM4wNqs",0.0,"['tg', 'ridaring', 'done', '']",tg ridaring done
"@onyrsunflower trauma banget, sampe klo udah denger kata daring tuh udah males ðŸ˜­ðŸ™ðŸ»",-1.0,"['trauma', 'banget', 'sampe', 'klo', 'udah', 'denger', 'daring', 'tuh', 'udah', 'males', '', '']",trauma banget sampe klo udah denger daring tuh udah males
"@kirstingives #haloriah19proofkirstingives 
Tg: Ri_daring
Done ðŸ‘ https://t.co/6OeqAHYUlM",0.0,"['tg', 'ridaring', 'done', '', '']",tg ridaring done
"Trus nanti dikatain ma ayang, dokter kok isone diskusi daring sama panthom ðŸ¤£",-1.0,"['trus', 'dikatain', 'ma', 'ayang', 'dokter', 'isone', 'diskusi', 'daring', 'panthom', '']",trus dikatain ma ayang dokter isone diskusi daring panthom
"@TiarCrypto #haloriah19proofTiarCrypto 
Tg: Ri_daring
Done ðŸª± https://t.co/e4jtnWTPxK",0.0,"['tg', 'ridaring', 'done', '']",tg ridaring done
"Daring terus, pengen luring ðŸ˜Œ https://t.co/4sYueQ3yFK",-1.0,"['daring', 'ken', 'luring', '']",daring ken luring
INPRES NOMOR 2 TAHUN 2022 GERAKAN NASIONAL BANGGA BUATAN INDONESIA PADA PELAKSANAAN PENGADAAN BARANG/JASA PEMERINTAH MELALUI TOKO DARING https://t.co/QO0Bv2zrvi,0.0,"['inpres', 'nomor', 'gera', 'nasional', 'bangga', 'buat', 'indonesia', 'laksana', 'ada', 'barangjasa', 'perintah', 'toko', 'daring']",inpres nomor gera nasional bangga buat indonesia laksana ada barangjasa perintah toko daring
"@bbangsunkyu_nyx IYAAA BANGET, aku ptm cuma dua hari doang gitu dalam seminggu, terus cuma dari jam 7.30 - 9.15 kaya mending daring aja gasie",1.0,"['nyx', 'iyaaa', 'banget', 'ptm', 'doang', 'gitu', 'minggu', 'jam', 'kaya', 'mending', 'daring', 'aja', 'gasie']",nyx iyaaa banget ptm doang gitu minggu jam kaya mending daring aja gasie
"RT @PLNBabel: Electrizen,
Dalam gelaran Apel Yantek Optimization se-Indonesia yang digelar bersama Direktur Utama PLN, Darmawan Prasodjo, sâ€¦",0.0,"['electrizen', 'gelar', 'apel', 'yantek', 'optimization', 'indonesia', 'gelar', 'direktur', 'utama', 'pln', 'darmawan', 'prasodjo', 's']",electrizen gelar apel yantek optimization indonesia gelar direktur utama pln darmawan prasodjo s
"g jlssss, bsok sklh daring ap ptm dhh, msa gda infooo ishhhhhhh",-1.0,"['g', 'jlssss', 'bsok', 'sklh', 'daring', 'ap', 'ptm', 'dhh', 'msa', 'gda', 'infooo', 'ishhhhhhh']",g jlssss bsok sklh daring ap ptm dhh msa gda infooo ishhhhhhh
@Tehreem_khan12 Yas daring,1.0,"['khan', 'yas', 'daring']",khan yas daring
"@Jokitugsfess Penyesuaian diri mahasiswa nder karna kan maba skrg udh bertaunÂ² daring tibaÂ² offline kuliah jadi masalah yg cocok dgn mental health skrg atau bisa juga kecemasan, stress kerja, motivasi kerja dll. Sini kak dm detailnya ^^ aku anak psikologi nihh",-1.0,"['sesuai', 'mahasiswa', 'nder', 'karna', 'maba', 'skrg', 'udh', 'taun', 'daring', 'tiba', 'offline', 'kuliah', 'yg', 'cocok', 'dgn', 'mental', 'health', 'skrg', 'cemas', 'stress', 'kerja', 'motivasi', 'kerja', 'dll', 'kak', 'dm', 'detail', 'anak', 'psikologi', 'nihh']",sesuai mahasiswa nder karna maba skrg udh taun daring tiba offline kuliah yg cocok dgn mental health skrg cemas stress kerja motivasi kerja dll kak dm detail anak psikologi nihh
daring lah https://t.co/sYjGRHQ1fD,1.0,['daring'],daring
"@tanyakanrl temen-temen gua sih pada ngadain webinar, nder. tapi kelompok gua semacam buat video edukasi yang nantinya bakal diserahin ke ibu-ibu pkk juga rw sekitar untuk disebarin via daring. videonya juga diupload di youtube biar mempermudah akses.",0.0,"['tementemen', 'gua', 'sih', 'ngadain', 'webinar', 'nder', 'kelompok', 'gua', 'video', 'edukasi', 'diserahin', 'ibuibu', 'pkk', 'rw', 'disebarin', 'via', 'daring', 'video', 'diupload', 'youtube', 'biar', 'mudah', 'akses']",tementemen gua sih ngadain webinar nder kelompok gua video edukasi diserahin ibuibu pkk rw disebarin via daring video diupload youtube biar mudah akses
"Internet cepat harga bersahabat. Â· Belajar daring tanpa lemot? Â· Butuh layanan internet ya indihome
#InternetnyaIndonesia 
#IndiHomeMbois
#AktivitasTanpaBatas",0.0,"['internet', 'cepat', 'harga', 'sahabat', '', 'ajar', 'daring', 'lot', '', 'butuh', 'layan', 'internet', 'ya', 'indihome']",internet cepat harga sahabat ajar daring lot butuh layan internet ya indihome
"daring: teori, uts, uas
luring: praktikum, osce (osce kalau daring gila si) https://t.co/41DOY61ZEQ",-1.0,"['daring', 'teori', 'uts', 'uas', 'luring', 'praktikum', 'osce', 'osce', 'daring', 'gila', 'si']",daring teori uts uas luring praktikum osce osce daring gila si
luring cape daring ga ngerti apa apa https://t.co/JZEaBxtlfv,-1.0,"['luring', 'cape', 'daring', 'ga', 'ngerti']",luring cape daring ga ngerti
"daring, sekarang males ptm soalnya ada mantan sekelas baru putus maren https://t.co/17cGcXvmDW",1.0,"['daring', 'males', 'ptm', 'mantan', 'kelas', 'putus', 'maren']",daring males ptm mantan kelas putus maren
"Hp gw rusak ples, kedap kedip, gw besok daring cemana dapet info t___t",-1.0,"['hp', 'gw', 'rusak', 'ples', 'kedap', 'kedip', 'gw', 'besok', 'daring', 'cemana', 'dapet', 'info', 'tt']",hp gw rusak ples kedap kedip gw besok daring cemana dapet info tt
"daring krn udah nyaman bgt jujur, enak bgt kalo kelas bisa sambil makan https://t.co/HDdNlbWzvW",1.0,"['daring', 'krn', 'udah', 'nyaman', 'bgt', 'jujur', 'enak', 'bgt', 'kalo', 'kelas', 'makan']",daring krn udah nyaman bgt jujur enak bgt kalo kelas makan
"One ting wid man enuh, dem daring yf https://t.co/sTgTXMQqM4",0.0,"['one', 'ting', 'wid', 'man', 'enuh', 'dem', 'daring', 'yf']",one ting wid man enuh dem daring yf
"RT @kpukalbarprov: #TemanPemilih, Sekretariat KPU Kalbar mengikuti Konferensi Nasional Tata Kelola Pemilu yang diselenggarakan Setjen KPU Râ€¦",0.0,"['sekretariat', 'kpu', 'kalbar', 'ikut', 'konferensi', 'nasional', 'tata', 'kelola', 'milu', 'selenggara', 'setjen', 'kpu', 'r']",sekretariat kpu kalbar ikut konferensi nasional tata kelola milu selenggara setjen kpu r
"@kkura_09 daring

LE SSERAFIM 3RD MEMBER
#HONGEUNCHAE_IS_FEARLESS
#LE_SSERAFIM_HONGEUNCHAE",0.0,"['daring', 'le', 'sserafim', 'rd', 'member', 'isfearless', 'sserafimhongeunchae']",daring le sserafim rd member isfearless sserafimhongeunchae
@convomf daring/luring,0.0,['daringluring'],daringluring
YAALLAH KENAPA GA DARING AJ,1.0,"['yaallah', 'ga', 'daring', 'aj']",yaallah ga daring aj
"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Oleh sebab itu, penting bagi siapa pun untuk bersikap lebih waspada saat bertransaksi secara daring.
@kemkominfo",0.0,"['wisnu', 'sikap', 'waspada', 'transaksi', 'daring']",wisnu sikap waspada transaksi daring
"@kkura_09 daring

LE SSERAFIM 3RD MEMBER

#HONGEUNCHAE_IS_FEARLESS
#LE_SSERAFIM_HONGEUNCHAE",0.0,"['daring', 'le', 'sserafim', 'rd', 'member', 'isfearless', 'sserafimhongeunchae']",daring le sserafim rd member isfearless sserafimhongeunchae
@elshuus aku masih daringðŸ˜Ž,0.0,['daring'],daring
"RT @muhammadiyah: Pengajian Ramadan 1443 H Pimpinan Pusat Muhammadiyah

Diselenggarakan secara daring dan luring (blended) yang diikuti oleâ€¦",0.0,"['aji', 'ramadan', 'h', 'pimpin', 'pusat', 'muhammadiyah', 'selenggara', 'daring', 'luring', 'blended', 'ikut', 'ole']",aji ramadan h pimpin pusat muhammadiyah selenggara daring luring blended ikut ole
"- Hapus semua permintaan untuk informasi pribadi atau kata sandi
- Tolak permintaan bantuan atau tawaran bantuan secara daring
- Atur filter spam pada surel dengan versi tertinggi untuk menghindari risiko pesan berbahaya masuk
#NasabahBijak",0.0,"['hapus', 'minta', 'informasi', 'pribadi', 'sandi', 'tolak', 'minta', 'bantu', 'tawar', 'bantu', 'daring', 'atur', 'filter', 'spam', 'surel', 'versi', 'tinggi', 'hindar', 'risiko', 'pesan', 'bahaya', 'masuk']",hapus minta informasi pribadi sandi tolak minta bantu tawar bantu daring atur filter spam surel versi tinggi hindar risiko pesan bahaya masuk
"@collegemenfess Engga sama sekali. Yg bikin menakutkan kalo pas daring, ada kendala mati lampu atau ngelagðŸ˜­",-1.0,"['engga', 'yg', 'bikin', 'takut', 'kalo', 'pas', 'daring', 'kendala', 'mati', 'lampu', 'ngelag']",engga yg bikin takut kalo pas daring kendala mati lampu ngelag
"walau daring tapi tak apa, sing penting turu aman â˜ðŸ»ðŸ˜»ðŸ‘©â€â¤ï¸â€ðŸ’‹â€ðŸ‘¨ https://t.co/xFmJhSguff",1.0,"['daring', 'sing', 'turu', 'aman', '', '', '', '', '', '', '', '', '', '', '']",daring sing turu aman
"Dibutuhkan responden dgn kriteria sebagai berikut :
1.  Mhswa aktif yg berkuliah di jakarta (baik negeri ataupun swasta),
2. Angkatan 18, 19, 20 dan 21 dri seluruh jurusan &amp; jenjang (D1, D2, D3, D4/S1)
3. Pernah atau sdg melakukan proses perkuliahan secara daring di masa pandemi",0.0,"['butuh', 'responden', 'dgn', 'kriteria', 'mhswa', 'aktif', 'yg', 'kuliah', 'jakarta', 'negeri', 'swasta', 'angkat', 'dri', 'jurus', 'amp', 'jenjang', 'd', 'd', 'd', 'ds', 'sdg', 'proses', 'kuliah', 'daring', 'pandemi']",butuh responden dgn kriteria mhswa aktif yg kuliah jakarta negeri swasta angkat dri jurus amp jenjang d d d ds sdg proses kuliah daring pandemi
"@archivfes ngga, daring",0.0,"['ngga', 'daring']",ngga daring
"ekonomi dan kesehatanâ€ tuturÂ DeputiÂ hasilÂ seleksiÂ terbuka Pejabat Pimpinan Tinggi Madya diÂ lingkungan Kementerian PANRBÂ tersebut.

Penyerahan hasil evaluasi AKIP dan RB tahun ini dilaksanakan secara daring dan luring. Kabupaten Lebak dengan kepemimpinan ibu Iti Octavia Jayabaya",0.0,"['ekonomi', 'sehat', 'tutur', 'deputi', 'hasil', 'seleksi', 'buka', 'jabat', 'pimpin', 'madya', 'di', 'lingkung', 'menteri', 'panrb', 'serah', 'hasil', 'evaluasi', 'akip', 'rb', 'laksana', 'daring', 'luring', 'kabupaten', 'lebak', 'pimpin', 'iti', 'octavia', 'jayabaya']",ekonomi sehat tutur deputi hasil seleksi buka jabat pimpin madya di lingkung menteri panrb serah hasil evaluasi akip rb laksana daring luring kabupaten lebak pimpin iti octavia jayabaya
"Tercatat dalam sistem LKPP Per April 2022, terdapat 22 e-marketplace yang sudah tergabung sebagai Mitra Toko Daring LKPP. 12 diantaranya sudah mengembangkan sistem reporting terintegrasi.",0.0,"['catat', 'sistem', 'lkpp', 'april', 'emarketplace', 'gabung', 'mitra', 'toko', 'daring', 'lkpp', 'kembang', 'sistem', 'reporting', 'integrasi']",catat sistem lkpp april emarketplace gabung mitra toko daring lkpp kembang sistem reporting integrasi
"Manfaatnya, Mitra Toko Daring dapat melihat tren belanja pemerintah dan dari sisi pemerintah, data tersebut dapat digunakan untuk mengevaluasi belanja pemerintah baik pusat maupun daerah. https://t.co/4dG544BRo6",0.0,"['manfaat', 'mitra', 'toko', 'daring', 'tren', 'belanja', 'perintah', 'sisi', 'perintah', 'data', 'evaluasi', 'belanja', 'perintah', 'pusat', 'daerah']",manfaat mitra toko daring tren belanja perintah sisi perintah data evaluasi belanja perintah pusat daerah
"Dalam rapat yang dihadiri oleh 62 pelaku e-Marketplace, Kepala LKPP mengharapkan Mitra Toko Daring dapat bersinergi dengan Pemerintah dalam mencapai target-target yang telah ditetapkan, salah satunya dengan mengembangkan sistem reporting yang terintegrasi dengan sistem LKPP. https://t.co/XbYbvcpuEm",0.0,"['rapat', 'hadir', 'laku', 'emarketplace', 'kepala', 'lkpp', 'harap', 'mitra', 'toko', 'daring', 'sinergi', 'perintah', 'capai', 'targettarget', 'tetap', 'salah', 'satu', 'kembang', 'sistem', 'reporting', 'integrasi', 'sistem', 'lkpp']",rapat hadir laku emarketplace kepala lkpp harap mitra toko daring sinergi perintah capai targettarget tetap salah satu kembang sistem reporting integrasi sistem lkpp
Pada kesempatannya Kepala LKPP menyampaikan bahwa peningkatan belanja pengadaan barang/jasa (PBJ) melalui Katalog Elektronik dan e-marketplace yang ada dalam toko daring merupakan target besar dari Pemerintah.,0.0,"['sempat', 'kepala', 'lkpp', 'tingkat', 'belanja', 'ada', 'barangjasa', 'pbj', 'katalog', 'elektronik', 'emarketplace', 'toko', 'daring', 'target', 'perintah']",sempat kepala lkpp tingkat belanja ada barangjasa pbj katalog elektronik emarketplace toko daring target perintah
"Hal tersebut disampaikan kepada Direktur Utama/Pimpinan PPMSE Mitra Toko Daring secara daring di ruang AR 2 , Lt 10 Gedung LKPP (05/04/22).",0.0,"['direktur', 'utamapimpinan', 'ppmse', 'mitra', 'toko', 'daring', 'daring', 'ruang', 'ar', 'lt', 'gedung', 'lkpp']",direktur utamapimpinan ppmse mitra toko daring daring ruang ar lt gedung lkpp
"-seluruh jurusan dan jenjang (D1, D2, D3, D4/S1)
3. Pernah atau sedang melakukan proses perkuliahan secara daring di masa pandemi

Untuk yang memenuhi kriteria, tolong dibantu yaa moots, terimakasih.

ini linknya ya https://t.co/UVtV9fMMpd",0.0,"['jurus', 'jenjang', 'd', 'd', 'd', 'ds', 'proses', 'kuliah', 'daring', 'pandemi', 'penuh', 'kriteria', 'tolong', 'bantu', 'yaa', 'moots', 'terimakasih', 'linknya', 'ya']",jurus jenjang d d d ds proses kuliah daring pandemi penuh kriteria tolong bantu yaa moots terimakasih linknya ya
"@Bitcoinbro10 @cougarswap #haloriah19proofBitcoinbro10 
Tg: Ri_daring
Done ðŸ‡
#CRO #CronosChain #crofam https://t.co/3RhfCkzSvk",0.0,"['tg', 'ridaring', 'done', '']",tg ridaring done
"wish i could turn back time alias nyesel kmaren milih luring skrg malah jadi daring meanwhile gue harus pindahan kos, dikata ga ngeluarin duit? emang roomate gue anjrit tau gitu dari awal gausa nawarin gue ngekos bareng, gue ga sekaya lo ya yang mau pindah"" kos ga mikirin biaya,-",-1.0,"['wish', 'i', 'could', 'turn', 'back', 'time', 'alias', 'nyesel', 'kmaren', 'milih', 'luring', 'skrg', 'daring', 'meanwhile', 'gue', 'pindah', 'kos', 'kata', 'ga', 'ngeluarin', 'duit', 'emang', 'roomate', 'gue', 'anjrit', 'tau', 'gitu', 'gausa', 'nawarin', 'gue', 'ngekos', 'bareng', 'gue', 'ga', 'kaya', 'lo', 'ya', 'pindah', 'kos', 'ga', 'mikirin', 'biaya']",wish i could turn back time alias nyesel kmaren milih luring skrg daring meanwhile gue pindah kos kata ga ngeluarin duit emang roomate gue anjrit tau gitu gausa nawarin gue ngekos bareng gue ga kaya lo ya pindah kos ga mikirin biaya
"sedang melakukan proses perkuliahan secara daring di masa pandemi

Untuk yang memenuhi kriteria, mohon rep yaa, aku butuh responden untuk skripsi aku, masih butuh banyak bangetðŸ˜­ðŸ™ðŸ»nanti tolong open dm kalian ya biar aku bisa drop link gformnya ke kalian via dm, terimakasihðŸ«¶ðŸ»",0.0,"['proses', 'kuliah', 'daring', 'pandemi', 'penuh', 'kriteria', 'mohon', 'rep', 'yaa', 'butuh', 'responden', 'skripsi', 'butuh', 'banget', '', 'tolong', 'open', 'dm', 'ya', 'biar', 'drop', 'link', 'gformnya', 'via', 'dm', 'terimakasih', '', '', '']",proses kuliah daring pandemi penuh kriteria mohon rep yaa butuh responden skripsi butuh banget tolong open dm ya biar drop link gformnya via dm terimakasih
"@jaywonluvvie daring karena kelas 12 lagi us aja sih inii selama 2 minggu, MASALAHNYA INI AKUNTANSI GA BOLEH NITIP ABSEN bakal ketauan :""((",-1.0,"['daring', 'kelas', 'us', 'aja', 'sih', 'ini', 'minggu', 'akuntansi', 'ga', 'nitip', 'absen', 'tau']",daring kelas us aja sih ini minggu akuntansi ga nitip absen tau
"lrt, klo daring mah emg gabisa langsung bangun, tp kalo luring beuh sat set sat set",-1.0,"['lrt', 'klo', 'daring', 'mah', 'emg', 'gabisa', 'langsung', 'bangun', 'tp', 'kalo', 'luring', 'beuh', 'sat', 'set', 'sat', 'set']",lrt klo daring mah emg gabisa langsung bangun tp kalo luring beuh sat set sat set
udh nyaman kali sama daring ðŸ˜­,1.0,"['udh', 'nyaman', 'kali', 'daring', '']",udh nyaman kali daring
@Jjiheoniejia_ masih daring?? aku kalo telat absen biasanya di absenin temenðŸ¥²ðŸ¥²,-1.0,"['daring', 'kalo', 'telat', 'absen', 'absenin', 'temen']",daring kalo telat absen absenin temen
"masa smp kls 8 gw daring,,,tp emg bener jir masa masa kls 8 tuh seru aja gitu walaupun daring HAHAHAH",1.0,"['smp', 'kls', 'gw', 'daringtp', 'emg', 'bener', 'jir', 'kls', 'tuh', 'seru', 'aja', 'gitu', 'daring', 'hahahah']",smp kls gw daringtp emg bener jir kls tuh seru aja gitu daring hahahah
"@furrincrypto @Altcoin_ink #haloriah19prooffurrincrypto 
Tg: Ri_daring
Done ðŸ® https://t.co/A4WmsPsnie",0.0,"['ink', 'tg', 'ridaring', 'done', '']",ink tg ridaring done
"Hari ini knp sibuk bgt ya:)
Abis subuhan jalan bentar terus balik kerumah lanjut daring, kelar jam 12 terus bantuin org rumahh selse jam 5 sore, trs ke masjid, bantu bantu masjid teruss pulang traweh trs baru sempet buka hp",0.0,"['knp', 'sibuk', 'bgt', 'ya', 'abis', 'subuh', 'jalan', 'bentar', 'rumah', 'daring', 'kelar', 'jam', 'bantuin', 'org', 'rumahh', 'selse', 'jam', 'sore', 'trs', 'masjid', 'bantu', 'bantu', 'masjid', 'teruss', 'pulang', 'traweh', 'trs', 'sempet', 'buka', 'hp']",knp sibuk bgt ya abis subuh jalan bentar rumah daring kelar jam bantuin org rumahh selse jam sore trs masjid bantu bantu masjid teruss pulang traweh trs sempet buka hp
"#TemanJDIHKPU, Tim JDIH KPU Kota Prabumulih mengikuti rapat koordinasi mengenai Validasi data kepegawaian di lingkungan Sekretariat KPU.

Rakor dihadiri juga oleh Sekretaris KPU Kota Prabumulih Bapak Yasrin Abidin, S.Sos. Secara daring (5/4/22).

#jdihkpu https://t.co/YucKTOchdD",0.0,"['tim', 'jdih', 'kpu', 'kota', 'prabumulih', 'ikut', 'rapat', 'koordinasi', 'validasi', 'data', 'pegawai', 'lingkung', 'sekretariat', 'kpu', 'rakor', 'hadir', 'sekretaris', 'kpu', 'kota', 'prabumulih', 'yasrin', 'abidin', 'ssos', 'daring']",tim jdih kpu kota prabumulih ikut rapat koordinasi validasi data pegawai lingkung sekretariat kpu rakor hadir sekretaris kpu kota prabumulih yasrin abidin ssos daring
